sentence	label
The law simply says as a website operator I am not responsible as the publisher of what people are putting up on my website . 	0
OK . 	0
Remember these ? 	0
What can we eat dad ? - [PERSON] ? 	0
I am the whore the King . 	0
So do you . That 's why you had her come down here . 	0
Hunky-dory . 	0
Everybody been sworn ? 	0
The people want paradise . 	0
First the simplest of all the [ORGANIZATION] 93R 9mm automatic 20 shots maximum . 	0
Then perhaps you read many cheap novels . I understand . 	0
He wants to be as hot as the young [ORGANIZATION] . 	0
Anything else ? 	0
Let me get another . 	0
Oh [PERSON] boy . 	0
[LOCATION] inside . 	0
What about rats ? 	0
I command you close your blouse ! Watch this bud . 	0
I did . 	0
Come on . 	0
Yes sir . - Do you know this young lady ? 	0
Ballistics will confirm it was the same gun used in the [ORGANIZATION] killing . 	0
[LOCATION] ! Hey come back ! 	0
[LOCATION] ? 	0
You want to go ? 	0
No we need to get you to a hospital . 	0
Are you sure ? 	0
Where is [PERSON] ? 	0
Professor ? 	0
What ? 	0
This is so . 	0
What do I think ? 	0
What 's the matter ? 	0
I want a drink ! 	0
I guess . 	0
Or ever ? 	0
Gentlemen there 's a story for your papers . 	0
If I had to do it again I 'd do it . 	0
You and Leslie me and [LOCATION] . The actual ta-ra . 	0
Yeah . 	0
Come on [PERSON] . 	0
So maybe there are others . 	0
What witness ? 	0
It is not necessary to ask the reason of his presence here [PERSON] . 	0
[LOCATION] this is Three . 	0
Start a whole new operation . 	0
[LOCATION] sir . 	0
Who 's ready to clean me up ? 	0
You call the [ORGANIZATION] on the bar glass ? 	0
[LOCATION] ! 	0
I 'm just gon na borrow your phone . -Right this way please . 	0
They 're rescuing their kids taking to the streets . 	0
As long as you do n't swallow it . 	0
[PERSON] sir . Just a little turbulence in the thermals on the windward side of the mountain . 	0
[PERSON] Ned I 'll tell you something . 	0
Why ? 	0
[LOCATION] of takin ' the long way are n't ya ? 	0
Do you think the keys are in his pocket ? 	0
As we prepare for departure we ask that you pay close attention ... 	0
What 's the nature of your visit ? 	0
Attention to colours . 	0
Invitation only unless of course you invite yourself . 	0
You made money with [PERSON] huh ? 	0
Like the moon . 	0
[LOCATION] and [PERSON] 's . 	0
If [PERSON] is truly going to endeavor to prove ... That the case against [PERSON] has been manufactured ... Then this history of antagonism is relevant for those purposes . 	0
What 's his name again ? 	0
Your predecessor at that desk 	0
The strategy that [PERSON] taught me was that first the Russians were the enemy against whom we were going to build space-based weapons . 	0
Your report will cover all of it . 	0
I lament to know it my lady . 	0
Survival of the fittest I guess . 	0
You [PERSON] ? - [LOCATION] . 	0
What are you doing here ? 	0
Look at all the stuff I brought for our trip . 	0
What did you do ? 	0
I 'll see you tonight . 	0
One could argue ... If the jury feels I 'm being truthful about something so painful ... They should believe me when I say I did n't commit the murder . 	0
Did you hear that professor ? 	0
No stay in those eggs ! 	0
Mr Maryk tell me how much sand is left . 	0
What are we gon na do ? 	0
You do n't mind coming along . 	0
Get the legs . 	0
[LOCATION] [ORGANIZATION] . 	0
Now at approximately 12:30 this morning something happened . 	0
You want you and Tommy to be tight . 	0
You think you 're clever . You 're not fooling me ! 	0
I do not know . 	0
We 're gon na walk . 	0
He went 'bang ' ! 	0
Oh by the way he wants to know if his neighbor next door starts earning his keep tomorrow . 	0
Here let 's take this robe off . 	0
[PERSON] . 	0
I ca n't believe it . 	0
I do not know who plays the violin . [PERSON] . 	0
Red boy ! There you are ! 	0
Let 's go back and get them . 	0
It lets it call me to investigate this subject . 	0
How do you like it ? 	0
Tell them you 're closed . 	0
But he kept it to himself . He kept a lot to himself . 	0
Unless you can show me I 'm wrong that you share my values and concerns . 	0
By the end of 2012 public pressure on Backpage seems to evaporate 	0
That is until [ORGANIZATION] in [LOCATION] frustrated with the number of sex-trafficked victims he 's finding decides to take matters into his own hands . 	0
Suppose we try to get you on the bench . 	0
We may need it . 	0
[PERSON] . 	0
Hey guys . 	0
All right talk ! 	0
[LOCATION] whatsoever . 	0
What 's what like ? 	0
He 's my lawyer . 	0
Resume our base course . 	0
He 'd worked hard for many years in the [LOCATION] corporate structure . 	0
Yeah a little bit . 	0
How you doing ? 	0
How will I know you ? 	0
Like this ? 	0
[ORGANIZATION] was on high alert . They investigated every threat . 	0
[LOCATION] and my chauffeur here was driving on [FACILITY] around midnight . 	0
[LOCATION] ? 	0
Do n't you see that it 's happening all around you ? 	0
Placed in a deep freeze and sent to [PERSON] field in [LOCATION] . 	0
Undercover ! 	0
You gon na leave some money by the bed when you pass through ? 	0
Oh of course we are . 	0
What do you think ? 	0
Allow yourself to be taken over by the faint fragility which will make your face beautiful . 	0
That is the point . 	0
Let me tell you who we were . 	0
It 's not important . 	0
What is this ? 	0
Behind the bar come on ! Not you . 	0
Oh you taught me something today . 	0
And now you 're no longer necessary . 	0
But what it does in [LOCATION] Poirot ? 	0
We ? - My father . 	0
lmprovise . 	0
They value their writers . 	0
We can try . 	0
And in business you need ... 	0
I tell you what I believe . 	0
[LOCATION] sure you 're there . 	0
They 're not telling the whole story . 	0
You should have seen her mother . 	0
Something wrong ? 	0
Her family 's big socially and does n't want any publicity . We 're takin ' her home . 	0
Once he discovers who it was ... He 'll put the case into the file of the unsolved murders . 	0
How could that happen ? 	0
[LOCATION] ? 	0
They all look the same in their similitude andlanguage . 	0
... and all the stories in the world . 	0
It 's Roger he wants to see you . 	0
Fix it Algernon . 	0
People will do anything . 	0
He seems like a completely different person . He seems totally different . 	0
You men pick up this bunk and follow me . 	0
It 's like a countdown to the next fight . 	0
They picked you up ? Misdemeanor . 	0
Get rid of your gum . 	0
No . 	0
Come in 01 . 	0
[PERSON] [PERSON] pie-eyed . 	0
A warship professor . 	0
Is he one man ? Is he two ? 	0
Sales . 	0
Who was killed ? 	0
You got ta get him into that ring [PERSON] or you 'll keep hearing questions like that . 	0
I think I even have a photo here for you . 	0
Well might as well make myself useful . 	0
Will you go to the medical officer with me and repeat what you 've said ? 	0
Tried to run Meatball over . 	0
Well including the windowsill ... four . 	0
[LOCATION] . 	0
She said she was gon na stop but she would have a rule that she 'd only smoke when we listened to this one band we both loved . 	0
Yes sir . 	0
Who said we did that ? 	0
This ? 	0
Then you 'll be okay . 	0
OK . 	0
Do n't tell him . 	0
Not as much as you 're about to tell us . 	0
They expect it do n't they . 	0
I 'm looking for [PERSON] . 	0
[LOCATION] agency ... 	0
This could look bad for [ORGANIZATION] . 	0
Some of them you only wait a couple weeks . 	0
However skepticism is not just blindly denying everything that is legitimate . 	0
[LOCATION] rent-a-car ? 	0
We were answering ad after ad after ad and we were finding that every case every one was in fact someone who was prostituting themselves someone who was being trafficked . 	0
And we pay 'em . 	0
[LOCATION] at me . 	0
[PERSON] hit Hector one fine day and he just never came out from under it . 	0
This is you in the hospital the night [PERSON] was born . 	0
And I can row sir ... 	0
Time out ! 	0
To see it through . 	0
Grimm I 'm not coming with you . 	0
But you 're safe . 	0
Let 's keep our eyes peeled for camp site 32 . 	0
I do n't want to knock anyone 's religion but ... 	0
What 's happening ? 	0
Well it 's not your fault . 	0
[PERSON] found that [PERSON] ... er [PERSON] ... attempted to conceal a diversion of a very large sum of money in connection with the deal . 	0
Here . 300.000 euros . 	0
Well ... I suppose so . 	0
Here 's a doll who on the opening night of her first picture with no known interest in men much less romance whose private life is strictly private but who the people have decided is already a star . 	0
[LOCATION] enough . 	0
You do ? 	0
You 'll know ... 	0
I met her . 	0
Then I went out . That 's all . 	0
The marriage contracts are usually be very expensive for the family . 	0
I 'll get it . 	0
The King wants to take the wife of his cousin . 	0
Yes I have orders . 	0
Where you are . [PERSON] ? 	0
What does he know ? 	0
Where 's the captain ? 	0
It is n't anything to me . 	0
Flo being a parent is about sharing . 	0
That 's $ 8000 for every man woman and child in [LOCATION] . 	0
I will blame . They will say that I am responsible . 	0
OK [LOCATION] . 	0
[LOCATION] ? 	0
What goes on ? 	0
Careers need planning . 	0
It is killed man . 	0
You 're nuts ! 	0
What do you say cousin ? 	0
[LOCATION] ! 	0
[LOCATION] is a lot like real estate . 	0
The seal Vittorio . 	0
I want you to applying for my son . 	0
[LOCATION] can do that to you . 	0
[LOCATION] cool . 	0
[PERSON] buddy boy ! 	0
And everybody say hello to kit-Kat ! 	0
Could be . 	0
But I ai n't no manager . 	0
[LOCATION] ? 	0
Do you hate champagne ? 	0
Be here by 4:00 a.m . 	0
Are they perceiving human civilization as a threat ? 	0
What do you mean ? 	0
That prick ? 	0
Have you talked to [PERSON] ? 	0
Billy go ! 	0
If you calm down a bit you 'll see it 's not that bad . 	0
This is my son . This is not your wife . 	0
The [ORGANIZATION] is infallible . You ca n't be deputy-infallible ! 	0
Or what about them geese they got back in [LOCATION] ? 	0
I do n't think we need to bother with that . 	0
It 's an awful big desert ! 	0
Anything you say can and will be used against you in a court of law . 	0
[LOCATION] 's expecting me at 10:00 . 	0
An underwater larder filled to overflowing And all Captain [PERSON] 's for the taking . 	0
Hey it ai n't all that nervous . 	0
These videos were posted together with instructions from the kidnappers . 	0
[PERSON] I left out the part where they burst into his house and drugged him . 	0
Yeah . My office . Yeah . 	0
How 's that chair feel ? 	0
I was up to the minute I saw this test . 	0
♪ ♪ [PERSON] Bowes-Lyon ! 	0
What day next week ? 	0
[LOCATION] ! 	0
I 'm wearing him down . Do you hear me ? 	0
You should be back in [LOCATION] on time . 	0
Looking back 	0
We close in 10 minutes . 	0
Five minutes . 	0
Where do we go to surrender ? 	0
OK . 	0
[LOCATION] of his own beloved mother . 	0
But it takes away his wife . 	0
Yeah . 	0
What is it ? 	0
Is there a number ? 	0
We 're not interviewing applicants at the moment . 	0
Where 's your sister ? 	0
[LOCATION] ! 	0
Hsiao-tsing ! 	0
[PERSON] Inglethorp he keeps on refusing to say where six of the afternoon was ás of Monday ? 	0
Ever do that ? 	0
Murderers . 	0
Where 's your gun ? 	0
[LOCATION] . 	0
Yes yes ? Is it true that priests and nuns Have orgies in the [LOCATION] ? 	0
Stop the engines . 	0
Did n't take long did it ? 	0
Sir if I may say so you 're in the right store and the right city . 	0
I just want you to stay in the car . OK ? 	0
I want your team to stand down for a while . [PERSON] . [PERSON] out . 	0
Are you sick ? 	0
[LOCATION] at her black underwear . 	0
[PERSON] [PERSON] . 	0
[LOCATION] . 	0
Unlock the door . 	0
My name ? 	0
[PERSON] said you might know him . I guess I might . 	0
I 'm relieving you of this ship under Article 184 . 	0
Are not you afraid of losing ? 	0
I do n't want anyone to have to go through what my daughter has had to go through . 	0
Next thing you know she goes home with him . 	0
It 's a prisoner 's dilemma . 	0
I 'm detective sergeant [PERSON] Police Department . 	0
It may seem simple to you but if we had been married 	0
Young people see it in the bazaars market places temple ... 	0
They making it tough on you ? 	0
They let 'em vote smoke and drive even put 'em in pants . 	0
[PERSON] [PERSON] was a [LOCATION] officer stationed there . 	0
I grew up in a family of criminals bad ones . 	0
I 'm not really coming . 	0
But you 'll never find another Maria . 	0
[LOCATION] bro you got the wrong person . 	0
Is it green the earth in [LOCATION] ? 	0
We 're designed more for public than for private . 	0
She thinks I still am . She never wants to see me again . 	0
A great dandy but very clever . 	0
Put me down . 	0
What are you doing ? All right come on . 	0
Who is this ? 	0
Walk away ? 	0
We 're working to keep the glass out of evidence . 	0
You 're afraid of me . 	0
Rover to [PERSON] . 	0
It 's like a bad habit that comes back . 	0
Some day you can punch out your pop . 	0
[LOCATION] d'accord . Number five : This . 	0
I know it now . 	0
How would it be ? 	0
In the barn . Kissing the boy ... 	0
[LOCATION] . 	0
The Secretary of [ORGANIZATION] is here . [PERSON] Secretary . 	0
Were you the officer of the deck on the [ORGANIZATION] on July 31 ? 	0
I do n't think I ever really understood him . 	0
Yeah . 	0
I presume what was guarding it in her that purple briefcase it was important . 	0
[LOCATION] everything . 	0
Better now . 	0
No . 	0
I do n't know . 	0
Well I never thought I 'd see the day . 	0
Treacherous Woman tremble ... 	0
At the foot of the bed . 	0
I just have one question . 	0
For a brief hunting expedition . 	0
[LOCATION] girls dribble ... Pass the ball . 	0
No holds barred in [LOCATION] . 	0
Think what a combat ribbon or a Purple Heart would mean to you . 	0
All that talk about monsters and [LOCATION] . 	0
Your mother wants you inside to cut the cake . Cake ? 	0
All right that 's enough . 	0
[LOCATION] where you stayin ' tonight ? 	0
It does n't matter . 	0
I did n't do it . 	0
No . 	0
Guys like [PERSON] ... 	0
Those two guys ... died trying to help get you back to [LOCATION] and the two guys who killed them ... are gon na walk ... unless you testify against the man who sent 'em up here . 	0
Yeah . 	0
You did ? 	0
Well trust me . 	0
Well there are regions in the world that are important to our national security and they have to be protected . 	0
Glasses ? 	0
The baby . 	0
How long have you been in the [ORGANIZATION] ? 	0
I 'll put in for a transfer . 	0
Oh not really . 	0
You know as well as I do nobody else is going to take this case . 	0
Take this room ! 	0
Well that 's it for another day . 	0
Elder what should we do now ? 	0
What did you just say ? 	0
[LOCATION] here [PERSON] ! 	0
Ca n't do what ? 	0
Well how did you meet [PERSON] ? 	0
1800 	0
[PERSON] [ORGANIZATION] . 	0
Not if she wants what 's best for the country . 	0
[PERSON] ? 	0
Let the advocate answer . Yes I have . 	0
Give me a hand first . 	0
All right . 	0
I do . I just thought I could go to [PERSON] or something . 	0
Now listen carefully . 	0
What are you doing ? 	0
[LOCATION] this is my new friend [PERSON] . 	0
This is Big Ben 's . 	0
What do you want it to be ? 	0
You said she left [PERSON] 's ring with the envelope . 	0
Not here . 	0
Where are we ? 	0
No I do . 	0
It says here that [PERSON] is a strong name . 	0
You got ta be more careful boy ! 	0
They only make it in melanie . 	0
When was that ? 	0
Why ? 	0
The same . 	0
That I do n't do my job ? 	0
You have a twin sister ? - [PERSON] . 	0
Look do you have [PERSON] or not ? 	0
About that ... that thing ... Forget about this . There 's something more important . 	0
He seemed to see something over there what paralysed it completely . 	0
Let 's make this build . 	0
Is it unfair ? 	0
No sense of humor whatsoever . 	0
The guitarist the gardener . 	0
At that time or any other time ... Did he inform you of his personal relationship with her ? 	0
[PERSON] Keith a disloyal officer combined with him against me . 	0
Did you just put that on 'cause you 're nervous ? 	0
[LOCATION] that will you Mac ? 	0
I saw it coming [PERSON] . 	0
[PERSON] [PERSON] . 	0
That we must be at least investigating him . 	0
[LOCATION] . -Rear wall . 	0
I do n't know . 	0
And ... 	0
With lunch ! 	0
We have n't eaten yet . 	0
I 'm not doing it . 	0
[LOCATION] hello . 	0
And if I go the other way I go to what ? 	0
Well I get sick do n't you ? 	0
Well I never said that . 	0
OK. - I would n't do it . 	0
Take her with us ! She can keep the old man occupied . 	0
He swallowed his key . 	0
Why do you ask ? 	0
Yeah that 's ... that 's [PERSON] 's base . 	0
Can you isolate that beep ? 	0
And this is actually a well-known concept in military intelligence circles . 	0
Another one would n't take your call ? No . 	0
The best shot ... the best possible shot . 	0
Come on . 	0
We ca n't let you out of here . You know that . Of course . 	0
Yes so it 's interesting that he was n't invited . 	0
There will be a cornet solo on Saturday night . 	0
( chuckles ) - but first I need to turn on the water . 	0
What ? 	0
Where are you going ? 	0
We 'll never forget it Mary . 	0
Going to shoot your baby boy ? 	0
And you 're gon na ask me questions . 	0
I believe whoever killed [PERSON] had recently been in a slaughterhouse . 	0
And you 're the man who is selling it to us . 	0
The [ORGANIZATION] for [ORGANIZATION] and [ORGANIZATION] and the [ORGANIZATION] Foundation two high-powered organizations dedicated to internet freedom have both submitted legal briefs supporting Backpage in its cases against J.S . and [PERSON] . 	0
lt was [PERSON] . - How do you- l tailed him . 	0
Or is your delicacy so exorbitant ... that you would sacrifice a woman and a child to it ? 	0
Do you have any comment ? 	0
Right sir . 	0
[LOCATION] sister . 	0
But you have known about me . No . 	0
But you ? 	0
is it correctable ? Oh come on . 	0
[LOCATION] around and hear the words of the King . 	0
Take a look . 	0
No . 	0
No ! 	0
A lot of firepower . 	0
I remembered myself that we had been in the room of [PERSON] and I had already straightened the ornaments . 	0
Hold him ! 	0
That 's why he shot [PERSON] . 	0
Who is he ? 	0
Stay clear of the tentacles . 	0
I thought they promised you a bonus If you harpooned this monster [PERSON] . 	0
Designing boats . 	0
Send him up . 	0
Not you . 	0
The old doors are all in the cellar . 	0
They shot down a chopper . 	0
[PERSON] [PERSON] ? 	0
[LOCATION] . 	0
Where are you going ? 	0
C-a-u-l-f-i-e-l-d . 	0
Yeah . 	0
Preparing to move . Three passengers . On schedule . 	0
What happened to you ? 	0
Hey ! 	0
At the precise moment in what it was trying to recover the letter 	0
[LOCATION] eyes . 	0
[LOCATION] ! 	0
Where ? 	0
From a psychiatric standpoint yes . 	0
[LOCATION] ! 	0
Did you ever cheat ? Like borrow someone else 's homework ? 	0
It wo n't affect it . 	0
Come in . Come in 01 . 	0
It looks to spend the time completely to escape of the Sister . 	0
[LOCATION] . Do you know [PERSON] 's on a contract ? 	0
[LOCATION] on something to stand on . 	0
She can also support your alibi quite effectively . 	0
I hope you know that . 	0
They want it . 	0
We just need a witness to confirm his whereabouts . May I come in ? 	0
[LOCATION] . I just ... came over a bit ... funny . 	0
[PERSON] talked with the [ORGANIZATION] and it goes away . 	0
Me-sar-tra ... Me-sar-tra . 	0
You mean a little kid kinda boy ? 	0
They knew who we were . just not what we were . 	0
Asseyez-vous Monsieur . 	0
[LOCATION] . 	0
Now Mr Keith ... 	0
But this is not acting . 	0
This is what it boils down to . 	0
Yes I do . 	0
What was the name of that man who slept for 1 00 years ? Rapunzel . 	0
The newspapers have not yet picked it up . 	0
I 'm [PERSON] . 	0
She rolls around with him for auld lang syne . 	0
[LOCATION] ? 	0
Two on the south side corner house and one in the garage at the west-side corner house . 	0
Planes are landing on it . 	0
How do you feel ? 	0
Where is he ? 	0
What is [PERSON] 's secret ? 	0
But he is n't in at the moment . 	0
Now ? 	0
[PERSON] told me you were married . 	0
But ... I will grant you that both of them and me too Enlisted to track down what we thought to be a monster 	0
Emily [PERSON] in on Tuesday 19 of June of 1917 . 	0
[LOCATION] whether he is handsome or not ? 	0
[LOCATION] back home I grew up with were really into [ORGANIZATION] . 	0
What time is it ? 	0
Ten percent of your action be enough for anyone . 	0
With this rate of tariff I 'm confident it 'll have a mitigating effect on the anti-dumping cases . 	0
Where it is ? 	0
All engines stop . 	0
Who 's the [ORGANIZATION] Officer ? 	0
OK nobody gets in here until Forensic arrives . 	0
Could you teach me to act [PERSON] ? 	0
Yes . 	0
I want to show you how to fix the lights . 	0
Where 's he gone ? 	0
Well are your -- all your friends here ? 	0
[LOCATION] 's deal direct OK ? 	0
Where is she ? 	0
Now he calls [PERSON] off I never heard of [LOCATION] . 	0
you knew as well as I . 	0
It 's just we really need to establish this alibi for [ORGANIZATION] ... an alibi ? 	0
other highly intelligent highly technologically developed but nonhuman civilizations just in our milky way galaxy . 	0
What 's going on ? 	0
Open that rock ! 	0
You all right ? -Yeah I 'm all right . 	0
After the latest breakdown in negotiations [PERSON] 's police returned to the picket line demanding better terms from [PERSON] OCP the corporation contracted by the city to run the police department . 	0
It 's a different religion from ours ... 	0
Were they short like he said ? 	0
What you got another shift comin ' on when we 're done ? 	0
Do you believe that ? 	0
Yes . 	0
We 're gettin ' carried away . 	0
They are remembered of the song that the [LOCATION] soldier taught us ? 	0
[LOCATION] for leaks . 	0
I want some information . 	0
So you 're [ORGANIZATION] . 	0
Yeah yeah I 'd like to rent a car Saturday . Yeah . 	0
[LOCATION] where I was . 	0
I think it served its purpose . 	0
You sold me a canteen . 	0
A little more money . 	0
We got room down in the basement . 	0
[LOCATION] . 	0
Are you OK ? 	0
More than 20 months ago this subcommittee launched a bipartisan investigation concerning how sex traffickers use the internet to ply their trade . 	0
Whereas when you scratch the apprentice kid 	0
Give me 4000 . But you have to promise me that you 'll take 10 seconds - To think about it . 	0
A couple of days . - I 'll tell him . 	0
You do n't have to give it raves . Here . Try that on for size . 	0
Next . [PERSON] around the world from [LOCATION] And ... 	0
I 've been a writer and a director of movies for longer than I like to remember . 	0
That is the only door . 	0
That 's what we all call him . 	0
I would be willing to allow the [LOCATION] sailors that are stationed on King [PERSON] to board our icebreaker . 	0
Find anything yet ? 	0
Cable me from [PERSON] . 	0
I am . 	0
I just got word from somebody inside . 	0
[LOCATION] ! 	0
Warriors ? 	0
Is there anybody here ? 	0
[PERSON] ... 	0
Catch it ! 	0
Is that [PERSON] ? 	0
[LOCATION] never seemed worried about anything like that . 	0
[LOCATION] ! Leave her body ! Enter mine ! 	0
Oh you are . 	0
What goes on ? 	0
Oh it 's Elder ! 	0
[PERSON] wired it for me . 	0
The ring . 	0
[LOCATION] . 	0
Now it is not locked . 	0
They lead us to [LOCATION] . 	0
[LOCATION] all destroyers 	0
It 's about time . 	0
He 's all yours . 	0
There was a trombone player . 	0
The captain . 	0
Tommy you know the thing I 'm tryin ' to do is what [PERSON] done for me . 	0
What is it ? 	0
Does it follow yours ? 	0
The admiral felt close rapport should be kept with the forward areas . 	0
I did it for you . 	0
What do you know ? 	0
Try again . 	0
When I get home I just want to sleep . 	0
Extra-terrestrial bodies yes . 	0
Let 's straighten up and fly right . 	0
Hold on . 	0
I should be back in [LOCATION] sitting in front of a typewriter making all this up for a movie . 	0
I just showed courage . - How many fingers you got left ? 	0
Alright but you 've got to take your thingie out first We do n't want you become a flaming hairball again . 	0
[PERSON] [PERSON] told you about him and [PERSON] being tight . 	0
What it is ? 	0
Is he getting dressed ? 	0
[LOCATION] 's boy ! 	0
In fact why do n't you get a shoulder holster . 	0
And if I put them at your head ... 	0
[LOCATION] ? 	0
It really would n't be like that . 	0
You got a line on [ORGANIZATION] and his corn-hole buddy [PERSON] ? 	0
Who 's that ? 	0
Oh okay . 	0
The real story of the ocean depths Begins where you left off ... Wonders that defy my powers of description ... 	0
What did you do there ? 	0
Regardless of his own feelings in the matter [PERSON] left nothing to chance . 	0
[LOCATION] . 	0
[LOCATION] . 	0
Maybe some civilians . 	0
[LOCATION] at my clothes what I 'm wearing . 	0
I 'll go with them ! 	0
[LOCATION] ! - A goldfish . 	0
Yes exactly the same scarf . 	0
[PERSON] . Six minutes . 	0
What is your name ? 	0
If it 's worth more than the whole . - So it 's like stealing cars and selling them for the parts ? 	0
[PERSON] [ORGANIZATION] . 	0
Well you 're so popular around here why do n't you order for both of us . 	0
You may step down Mr Maryk . 	0
[LOCATION] ? - [LOCATION] . 	0
I 'm just closing the gallway deal . 	0
Right ? 	0
Yes sir . Directly . 	0
We have to be there by ten . 	0
Yeah I know who that is . 	0
God is his son . And his son is God . But his son moonlights as a holy ghost a holy spirit and a dove . 	0
It is [PERSON] . 	0
How does it feel to be on the other side ? 	0
What do it say ? 	0
Let every man go to his quarters and remain there . 	0
Mr Maryk ? 	0
Yeah how are you [PERSON] ? 	0
Gentlemen I believe my obligation to this legend Has been dispatched . 	0
[LOCATION] . [PERSON] now it 's okay . 	0
What kind of companies ? 	0
Cop a what ? 	0
Yes . - [PERSON] for you sir . 	0
Run these courses off on the big chart . 	0
I 'm father Seamus . 	0
It 's the doctrine of original sin . 	0
Because once you conclude that they 're real and they 're of interstellar origin the next question is 	0
Alongside him the vice-president Kid . 	0
Right there aisle Three . 	0
Each street does straight angles with each avenue . 	0
[LOCATION] something [PERSON] go on ? 	0
Ca n't you get long-range recon planes ? 	0
Very well . 	0
Me too . 	0
So what exactly are we saying ? 	0
[LOCATION] feelings . 	0
You were n't zigzagging when you took the torpedo . 	0
[LOCATION] . 	0
I need to send my thumbprint so they know it 's me . 	0
My reasons for going to the Orient are purely scientific ... If I ever get there . 	0
Eat up then . 	0
[LOCATION] . 	0
I pick those too . - Oh . 	0
And even sightings of extraterrestrial beings on the ground . 	0
You drew the Brennan-Vasquez case huh ? 	0
That was my meeting with [PERSON] . 	0
OK here 's a test . 	0
What does it say ? 	0
[LOCATION] . Hi what 's your name ? 	0
What 's up ? 	0
! Waste makes haste for time is fleeting . 	0
They 're waiting for you . 	0
How wide is the narrowest part ? 	0
I rehearse my story . I try to think of all the questions they 'll ask . 	0
[LOCATION] and wardrobe got to be much more simple . 	0
Last night . 	0
My husband 's hair . 	0
That guy he had a tattoo of a 22 . 	0
I thought we 'd have dinner out . 	0
Come on ! 	0
Thank you . - I 'm gon na pay for both tickets . - Oh well ... 	0
I ca n't wait anymore . 	0
Take it . 	0
You 'll report to [ORGANIZATION] with [PERSON] every morning to continue your mandatory sessions with me . 	0
[LOCATION] knows where it came from . 	0
After ten minutes [PERSON] came banging on the door . 	0
[LOCATION] and [ORGANIZATION] how may I help you ? 	0
You 've complicated what should be a simple self-defense . 	0
Hastings it did not seem to him strange which [PERSON] was suggesting what had the mother been poisoned by accident ? 	0
This is a merchant ship . We 're carrying machine parts . 	0
[PERSON] Clément from [LOCATION] . 	0
No no . 	0
And when I met Grimm I thought I did . 	0
Yeah . Did you sleep ? 	0
By the way I finished the autopsy on the man found in the borehole . 	0
Thank you sir . 	0
No . 	0
[LOCATION] . 	0
He wants me to stay the whole week . 	0
I just went into his room that night and watched him sleeping . 	0
Yes . 	0
Let 's go . [PERSON] left out the door . Here you go . 	0
I 'm very shy . 	0
Maybe that 's her problem . 	0
[LOCATION] old you know . 	0
May ... 	0
Is [PERSON] in yet ? - Yes he is . 	0
[LOCATION] . 	0
The Winter 's [ORGANIZATION] . 	0
[LOCATION] . 	0
It 's hard to hear down there . 	0
The [ORGANIZATION] State [ORGANIZATION] will decide whether Section 230 of the [ORGANIZATION] should protect [PERSON] . 	0
If you become president would Claire [PERSON] remain as vice president ? 	0
What 's memorable about a clown stealing $ 1 million ? 	0
Excuse me . I want to make one call . 	0
Hold on to your transfer to reboard . 	0
Be polite . 	0
He 's ready . 	0
Let 's go . 	0
I am seeing . 	0
Would you like to get a drink before we go ? - Sure . 	0
Never mind that . 	0
I have a condo with a pool . 	0
[LOCATION] is a prosecutor knows there 'll be dozens of suspects . 	0
I believe a relaxing cocktail or two is in order . 	0
[LOCATION] . 	0
Clock me from when I hit that marker there 'til I finish at that one . 	0
Roger 26 . 	0
But I think that the [LOCATION] government could do a much better job in answering the quite legitimate questions that people have about what 's going on with unidentified aerial phenomena . 	0
It 's time to sleep . 	0
My father . 	0
They knew him well enough . 	0
There 's all this melodrama as if cartoon hit men in white-on-white ties are going to walk in and try to kill him . 	0
Not if it is n't true . 	0
Let 's continue the meeting . 	0
Yes . 	0
The witnesses said it was a clean take-out . 	0
[LOCATION] and thread . 	0
Yes . 	0
You work here ? 	0
For what he is . 	0
We 're going now . 	0
There was no beginning . 	0
She will . 	0
[LOCATION] ? 	0
[LOCATION] . 	0
[LOCATION] luck for the next . 	0
Thank you . 	0
Good evening everyone . 	0
Then there were hypnotists and harmonic treatments . 	0
[LOCATION] . 	0
That 's right sir . 	0
Yes . 	0
[LOCATION] ! You may remember me 	0
For a while he was a bagman for a pad in the [LOCATION] . 	0
With fair hair blue eyes lost at age 8 when civil war broke out in the [LOCATION] ? 	0
No further questions Your Honor . 	0
So you said you 've known her about a month ? 	0
Why not do it now ? 	0
[LOCATION] ready ? 	0
Yeah . 	0
We 'll set you ashore in [LOCATION] . 	0
You do n't know ? 	0
They have to go through the straits . 	0
It will happen as it does for all of us . 	0
Does it buy the product for them ? 	0
And in recent weeks we 've reported on growing pressure by law enforcement officials and anti-sex trafficking groups for Backpage to shut down its adult services section the section where authorities say underage girls are sometimes sold for sex . 	0
Our principal claims are that Backpage is engaged in intentional criminal conduct . 	0
from the parking lot - and neither do you ! of the [ORGANIZATION] 	0
That 's all he says . 	0
Absolutely . 	0
I 'm counting that 's one . 	0
Do you mind if I see them alone ? - No sir . 	0
[LOCATION] is ... 	0
We 're just gon na pick up [PERSON] . 	0
[LOCATION] I wan na go out for a bit . 	0
He learned his lesson . 	0
Is decaf okay ? 	0
You heard the man . Please wait outside . 	0
That does n't make him yours . 	0
Chief of police . 	0
[LOCATION] mayii ? 	0
He just said they took her body . Who ? 	0
I 'll meet you at my place after the fight . 	0
[LOCATION] ? 	0
It 's [PERSON] . 	0
He thinks so . 	0
We thought anybody can understand this . 	0
