sentence	label
It 's very reasonable . 	0
[LOCATION] . 	0
[LOCATION] . 	0
Believe it . 	0
Roll two ! 	0
Yes . How much for the earrings 	0
We 've got a Detective [PERSON] Police says he needs to see you . 	0
[LOCATION] . 	0
We must position them to repel an invasion . 	0
Yeah . 	0
[LOCATION] : I 'm just looking at all these pictures And deciding which ones to hang up . 	0
We could go see [PERSON] of the Dolls . 	0
To the general . 	0
The penthouse . - Yes . 	0
I think I 'm queer for you . 	0
Here you take it . 	0
I 'm sorry to take so long . 	0
You know just take off . 	0
These are drawings . 	0
And he had a spaceship . 	0
My father hated liberals . 	0
It 's the public square . 	0
I 've got ta go . 	0
How did he die ? 	0
Not mentally . 	0
Why ? 	0
[LOCATION] . 	0
You got that ? 	0
You 're a railroad cop ? 	0
The [LOCATION] were lying . 	0
She knew I had to drive you here . 	0
That 's why you lived . 	0
You 've had your trial . 	0
The corruption of the media means that you have then undermined democracy . 	0
Thank you . 	0
Here are the newest contracts . Also [PERSON] called about the takeover so I sent her the latest specs and I told her to sit tight . 	0
From professional debunker 's to [ORGANIZATION] funded committees our trusted academics and scientists had been complicit in the secrecy . 	0
Little Ben . Can I talk to you for a second ? 	0
Better ? 	0
I 'm going to Broadway 96 you know it ? 	0
Yeah . 	0
Bring her . Please bring her . 	0
Thank you . 	0
What 's gone ? 	0
I did not select you he did . 	0
There ... 	0
And you must be Mr [PERSON] . 	0
I 've seen enough . 	0
You see ? 	0
OK ? 	0
They have every right to invade ours . 	0
Just watch me . 	0
See you soon . 	0
Should be . 	0
What ? 	0
Really ? 	0
Neither do I . 	0
Yeah . 	0
Not much difference . 	0
[LOCATION] . Um let 's just sleep a little bit more . 	0
You 've got a customer . 	0
3-3-0 sir . 	0
Yes . 	0
I did not lie . 	0
[LOCATION] . 	0
What are you doing ? 	0
His whole life is fishing 	0
[PERSON] [PERSON] our new editor of [LOCATION] books . 	0
Yeah something . 	0
He 's still doped up ? 	0
Why does she want this ? 	0
Because [PERSON] is just down the hall . 	0
No bad dreams . 	0
There and turn . 	0
We have visual contact with the burning tanker . Bearing 209 . 	0
[LOCATION] in position . 	0
Should I use the office line or the one in the coffee room . 	0
[PERSON] [ORGANIZATION] . [PERSON] . 	0
By the jail . 	0
What 's your response to that ? 	0
Here ... here ... and here . 	0
All right . 	0
All set . 	0
A lot . 	0
Did you book another flight after that ? 	0
Or it 's gon na burn him up . 	0
So he kisses your hand period . 	0
That 's Dr. Juliette Faxx . 	0
When you fall on your face you 're still moving forward . 	0
Yeah [PERSON] ? 	0
This ? 	0
I get all sorts . 	0
Is this the [ORGANIZATION] DA ReiIIy ? 	0
Welcome to [LOCATION] . 	0
I know . 	0
All right . Here we go . 	0
It 's rosewood . 	0
Yes . 	0
The last Contessa . 	0
It must be in your genes . 	0
There 's no corroborative evidence . 	0
[PERSON] worried about ? 	0
And another . 	0
What they 've done is they formed this alliance among themselves of the industry that makes money by building war machines . 	0
Of course . 	0
What ? 	0
Bring the arrow back here . 	0
We are directly under . 	0
I just got married . 	0
There is an [LOCATION] on board . 	0
[PERSON] [ORGANIZATION] . 	0
No not Hastings . 	0
A high-priority item ... Was the analysis of fingerprints found in Ms. Polhemus ' apartment . 	0
[LOCATION] and my brother ... 	0
I 'm spending more time with her now . And you know why ? 	0
There might be some insurance . 	0
I gave this document to the head of intelligence for the joint chiefs of staff 	0
There was a cousin called [PERSON] . 	0
Would you spend the rest of your life with me ? 	0
Not exactly funny it 's just that you 're so different from your son . 	0
[LOCATION] note the time . 	0
[LOCATION] . 	0
You 're the boss . 	0
There is no time to waste . 	0
Yes I know him . 	0
All in . 	0
[LOCATION] . 	0
As for the rest of what I have to say you will find it neatly typed at some length on this piece of paper . 	0
They decided to stay upstairs . 	0
And who are they ? 	0
You work for me . 	0
Posting a letter . 	0
But you have n't talked to him ever since ? 	0
Who is it ? 	0
Where did he go ? 	0
This is my new roommate [PERSON] . 	0
I do n't even look like a biker . 	0
They got to you did n't they ? 	0
No sir . 	0
[PERSON] what is that ? 	0
[PERSON] was there . 	0
Apparently it was a true combat . 	0
To work . 	0
It is already going to call the doctor . 	0
[LOCATION] works for me . 	0
Do we bring the bags ? 	0
This is [PERSON] of [ORGANIZATION] Office of the [ORGANIZATION] Attorney County of [LOCATION] . 	0
[LOCATION] footage on Alder . 	0
This is a restricted area . 	0
Did I hear [ORGANIZATION] ? 	0
Guess what his name is the captain ? 	0
I think that this is a cocoa we will send them to me for analysis . 	0
Why go to his palace ? 	0
What do you think ? 	0
Left to 180 . 	0
[LOCATION] if ever a characterization followed a straight line yours does . 	0
[LOCATION] ! 	0
I 'll go take a look around . 	0
I know [PERSON] . 	0
I do n't . 	0
I looked at him I looked down at the picture and I said 	0
What 's the idea ? 	0
How many deals do you think get cut in the men 's room ? 	0
[LOCATION] and [ORGANIZATION] we make him as king of the biggest chop-shop operation in the [LOCATION] . 	0
That 's the whole theory of [LOCATION] Day . 	0
[LOCATION] everything . 	0
But if I had to write down what no actress should ever make public I would copy [PERSON] 's testimony in her father 's defense . 	0
Why ? 	0
Off with the boy scouts ? 	0
All right somebody 's gon na have to pinch-hit for [PERSON] . 	0
Because he was able to find out about your tab . 	0
I understand that . 	0
Tell us in your own words tell us what happened . 	0
Leave the cars here . 	0
And so I concluded what we should be doing about it is not militarizing the relationship but sort of having a citizens diplomacy effort much like the physicians for social responsibility who were going to the [LOCATION] to create a dialog during the coldest days of the Cold War . 	0
You do not deny then that such a monster could exist . Is that correct ? 	0
Hsiao-tsing ! 	0
Yes . 	0
You can still back out of all this . 	0
And the star decides whether to make the meeting or abort . 	0
They were n't in the ship . 	0
She said I stabbed that son of a bitch plenty of times . 	0
Oh home team . 	0
I think I was a little in love with her . 	0
I have no idea . 	0
You see that drinking club ? 	0
Remember ? 	0
Everything 's fine . 	0
No . 	0
Oh I 'm ... 	0
[PERSON] Chairman I have been a member of this subcommittee for many years . 	0
I like ... the Court ? 	0
Are you scared ? 	0
Was it you ? 	0
I did it . 	0
They could be but they 're not . 	0
Do come in . 	0
You 're a highly-respected journalist . 	0
[PERSON] [PERSON] will throw out the first ball . 	0
The will disappears and she takes his secret to the gravestone . 	0
I work there . 	0
This is not a contested document . 	0
Where is it made ? 	0
I though it was brother . [PERSON] .... 	0
He went after him like ... 	0
River [PERSON] . The old sludge plant . 	0
The girl caught the next train . 	0
Oh yeah ? 	0
The fact that you and I are still breathing the free air of [LOCATION] is abundant testimony to their restraint and non hostility . 	0
[LOCATION] arduous combat duty . 	0
Where 's [PERSON] ? 	0
[LOCATION] ! 	0
It 's tied up at my dock . 	0
[LOCATION] listen to me . 	0
To steal it ? 	0
My friend [PERSON] ? Do you know what really happened ? 	0
What are you doing ? 	0
[LOCATION] name is inaccessible . 	0
Maybe . 	0
I got the contracts . 	0
Zip-a-dee-doo-dah or [PERSON] ? 	0
Where is [PERSON] ? 	0
One of them was [LOCATION] . 	0
This neighbourhood 's got tooth decay . 	0
Come on . 	0
I did . I do . 	0
How ? 	0
It was [PERSON] . Just making sure we 're okay . 	0
Yeah . 	0
The [ORGANIZATION] queen [PERSON] ? 	0
Hey it 's [PERSON] . 	0
I did n't tell him . 	0
You feel better ? 	0
[LOCATION] . 	0
[LOCATION] . 	0
That 's not so [PERSON] . 	0
Come on . 	0
He 's here . In the [FACILITY] . 	0
[LOCATION] up all lines ! 	0
What 'd I say ? 	0
Why did not [PERSON] come to ask me himself ? 	0
No more questions . 	0
It 's me [LOCATION] . 	0
Come on [PERSON] . 	0
[PERSON] ? - [ORGANIZATION] . 	0
If so we would like to be heard on that question . 	0
Majesty my opinion is ... - ... 	0
I saw you talking . 	0
A man 's got to do what he 's got to do . 	0
'Yes Your Majesty . 	0
I know a lot of nice girls . 	0
We 'll answer anything you want to know . 	0
Some of them are happy because they are beautiful and some of them have to be happy because they 're nothing but rich . 	0
Suppose I could prove it to you . Suppose I asked you for your help . Would you give it to me without telling anybody not saying anything to anyone ? 	0
What did you call me ? Captain ? 	0
[LOCATION] ! 	0
At 11 ... 	0
[LOCATION] . 	0
Was the captain scared ? 	0
How are you ? 	0
[PERSON] [ORGANIZATION] . 	0
l 'd really like a [LOCATION] . -l had a dream the other night . 	0
Comb compact ... 	0
Nice to meet you . - How do you do ? - [LOCATION] ma'am . 	0
Not me . Her . 	0
I have an appointment with my tailor . 	0
A rival corporation . 	0
[PERSON] what 's your status ? 	0
You 've promised to think about it . 	0
There 's a press reception inside . 	0
Where is [LOCATION] ? 	0
I got hung up having dinner . 	0
Yeah the trees outside are alive . 	0
Is this the admiral 's harem ? 	0
It 's a band . 	0
You should give that back . 	0
What 's this doin ' in your ear ? 	0
I like dirt and rocks ... and facts . 	0
Give me Auryn . 	0
[LOCATION] [ORGANIZATION] at the embassy . 	0
That 's [PERSON] . He 's part fish . 	0
To the dining car . 	0
What ? 	0
Who is it ? 	0
[LOCATION] ? 	0
[LOCATION] tape ? 	0
So to cut to the chase . [PERSON] 's Omniphone ad has gone viral . 	0
Yes [LOCATION] ? What is it ? 	0
This is where we get into the structure of secrecy . 	0
When that kid was in the ring you know what I was doin ' ? 	0
[LOCATION] . 	0
Yeah . 	0
I would n't know . 	0
And it is still extremely vulnerable . 	0
Get in . 	0
They 've all left their tire tracks on the desert roads . 	0
He did . 	0
All these cars are starting to look the same to me . 	0
What did he say ? 	0
Really . 	0
Let me see . 	0
A feeling very simple . 	0
[LOCATION] get in . 	0
[LOCATION] bons temps rouler . 	0
8:30 . 	0
Your car . 	0
It was the same night that the tanks entered [PERSON] . 	0
Watch yourself . [PERSON] stand by . We 're coming in on your port side . 	0
Of course not . 	0
[LOCATION] . This is [PERSON] here at the [ORGANIZATION] ... 	0
Yes . 	0
[LOCATION] someone ? - Like give you a name ? 	0
What stone ? 	0
Your Detective [PERSON] was in my office this morning . 	0
Where he is ? 	0
Let 's move it . We 've only got five minutes . 	0
A pulled out piece to a green armband of land . 	0
I guess it has something to do with the weather . 	0
One more thing . 	0
Sir are we just looking for subs or planes too ? 	0
This is a mistake . 	0
This does n't say you 're a real cop . I can read you know . 	0
I do not see why . 	0
He 's been kidnapped ? 	0
Yes he just threw a shoe . 	0
I guess I 'm the guest of honor so to speak . I 'll do the introductions . 	0
We shot with it . 	0
As it is he left it in my hands . 	0
I did some digging . She and [PERSON] ... both went to a church called the [ORGANIZATION] . - [PERSON] disappeared ... 	0
I do huh ? 	0
[PERSON] [ORGANIZATION] ? 	0
What happened to him ? 	0
Four dollars . 	0
[LOCATION] name is the [ORGANIZATION] Mother mother of darkness . 	0
That 's it . 	0
Can I just have a quick look round before I go ? 	0
[PERSON] [ORGANIZATION] ! 	0
What 's this ? 	0
When I was eight or nine 	0
a representative in [LOCATION] 's camp who can keep you informed about what 's happening . 	0
Say you had to walk it . 	0
You 're the other person . 	0
Well be released of these civilians anyway . 	0
[LOCATION] habérsenos had joined . 	0
Break out a spare shaft . 	0
What color of cup ? 	0
Thirteen weeks three days seven hours and twelve minutes . 	0
It took the last thing there are two days and it did not order to do more . 	0
[PERSON] [ORGANIZATION] . What she said ? 	0
Is n't that right [PERSON] ? 	0
Where did you get that ? 	0
Well there 's more than one way to skin a cat . 	0
To make $ 100 million into $ 110 million this is inevitable . 	0
Greg what ? 	0
[LOCATION] was a member . 	0
[LOCATION] . God I 've just had this long weird day so .... 	0
I know nothing of a wireless . 	0
Do a little [ORGANIZATION] for us . [PERSON] . 	0
Where 's [PERSON] ? 	0
[LOCATION] . 	0
You know kid I know how you feel about this fight that 's comin ' up . 	0
Get him in the corridor . 	0
So it 's fair to say [PERSON] ... That you are the police officer least likely to suspect him of murder . 	0
[LOCATION] sir . 	0
Just wait till he 's looking down your throat that 's all . 	0
[PERSON] [PERSON] and myself . 	0
[LOCATION] . 	0
What did you do with the head ? 	0
Say obviously gettin ' found out . 	0
[LOCATION] shot but you got two more . 	0
Hastings who was in the bank from behind of the car with him ? 	0
OK Decker what have you got ? 	0
What 's he doing ? 	0
I am [PERSON] . 	0
[LOCATION] professor ! 	0
This way . 	0
Only to help improve our knowledge of the enemy . 	0
Would you like me to go back and get [PERSON] out ? 	0
[LOCATION] : 116 . 	0
How do you do it ? 	0
We need to get to them before they 're gone . 	0
That 's all . 	0
Now get . It 's all right [PERSON] . 	0
Why do n't you just give up on that dissertation ? 	0
[LOCATION] : 084 . 	0
OK [PERSON] . 	0
[LOCATION] host ... 	0
What time does Nat get home ? Nat ? 	0
[LOCATION] ! [PERSON] ! 	0
I am instructing you as a matter of law that you are entitled to consider ... The prosecution 's failure to make the glass available to the defense . 	0
A priest ! 	0
It was the third link from the top . 	0
[LOCATION] those bulbs back here ! 	0
Would you allow my client to accompany the police officers to look for the scarf ? 	0
After you figure our projected position . 	0
[PERSON] [ORGANIZATION] . 	0
But hey could you talk to the kid ? 	0
[PERSON] [ORGANIZATION] . 	0
And he wo n't stop with just marketing or even with gibb . 	0
[LOCATION] [ORGANIZATION] ! 	0
[LOCATION] . 	0
Here 's the plan . 	0
Give me your hand [PERSON] ? 	0
[LOCATION] . 	0
Is [PERSON] here ? 	0
[PERSON] I know my people man . 	0
You have less than 15 minutes to call in . 	0
Then you know you 've got a shitty witness . 	0
call me . 	0
Perhaps I could help you be placed somewhere else . 	0
A new AA cruiser going out to join [PERSON] . 	0
Get up sir ... ! 	0
[LOCATION] . 	0
[LOCATION] ! 	0
How was your day ? 	0
I mean I mean I realize that we 've been selling Gobs of dresses 	0
[LOCATION] . 	0
Number four : One or two threads of dark-green cloth prisoners in the bolt of that door . 	0
You speak [LOCATION] ? 	0
[LOCATION] . 	0
Hmm just some stuff . 	0
Is [ORGANIZATION] there ? 	0
Why do you want to know ? 	0
It 's not that easy . 	0
Precious . 	0
What time do you finish ? 	0
The Earthling knows about the [ORGANIZATION] . 	0
I would n't interfere but you have an order to get back to HQ . 	0
[PERSON] 's open to the max . -Water pressure ? 	0
He is . 	0
[PERSON] [PERSON] . Graham he 's in [LOCATION] 's office today . 	0
[LOCATION] . 	0
I 'm a harpooner by trade and monsters interest me ... 	0
[LOCATION] side by side prommage . Hold it . Try it . 	0
What are you giving me ? 	0
What ? 	0
You ever had any [LOCATION] assignments ? -Beirut . 	0
Will you excuse me ? 	0
[PERSON] [PERSON] did n't say nothing to [PERSON] about no new ... - [LOCATION] already [PERSON] . 	0
Where ? 	0
Perhaps we can all learn something about red herrings and scapegoats . 	0
You know ve been chasing around after you for days sarge . 	0
I got my laundry . 	0
I 'm coming . I 'm on my way now . 	0
[PERSON] [ORGANIZATION] is Nin 	0
Today the captain ordered a general drill for the safety of the crew . 	0
Do n't be fresh dear . 	0
[PERSON] ! 	0
Nothing big just penny-ante stuff . 	0
One but double . What 's he like ? 	0
[PERSON] . 	0
He then dives deep and soars up out of the water huge vast enormous and crashes back with thundering flukes churning the water into spray pounding at the water . 	0
We know how fast we can go . 	0
I thought he would 've asked you that by now . 	0
You kids play baseball ? 	0
Continue your own . 	0
Do you remember when we first met ? 	0
Agreed ? 	0
[LOCATION] . 	0
You 're done ? Yeah I 'm finished . 	0
What are you doing in my arms ? I do n't know . 	0
That 's the script for the 30-second spot . 	0
[LOCATION] . 	0
He knew we had been contracted by the [ORGANIZATION] and insisted I help him deliver a package . 	0
What ? 	0
[PERSON] inside ? - [LOCATION] . 	0
Did they already get a beating who for the prison ? 	0
How do you know ? 	0
She 's with [PERSON] . 	0
See you later . 	0
[LOCATION] house is in . Pint of plain is in . 	0
[LOCATION] sir ! 	0
You 're a month early for the book fair . 	0
Emotional problems I attribute it . 	0
Is n't this a school day ? 	0
No ? 	0
Better now ... Very sudden . 	0
Thank you . 	0
Your kids are at your mothers ? 	0
[PERSON] [ORGANIZATION] . 	0
My name 's [PERSON] ... [PERSON] . I 'm [PERSON] . 	0
[PERSON] [PERSON] do you know her ? - No sir . 	0
It 's in a car outside . 	0
How about your kids ? 	0
To all units . 	0
One remembers of calling myself that my hand shuddered when I straightened the ornaments in the consolation of the hearth ? 	0
What did you do ? 	0
[PERSON] said you 're a Hang-Around . 	0
ETA 10 minutes . How 's he doing ? 	0
Yeah . 	0
Long while about nothing . 	0
[PERSON] [ORGANIZATION] . 	0
First take him to the station . 	0
If we could just find a landmark . 	0
I do n't wan na die . 	0
One more question ? 	0
This Texador this Montalvo ! They want to set you up ! 	0
You sacrificed so much . 	0
[LOCATION] to happen sooner or later . 	0
[PERSON] [ORGANIZATION] . 	0
Uh let me -- let me give it to you . 	0
A light beer with a twist for my friend . 	0
You two guys never saw each other ? 	0
Come with me . 	0
[LOCATION] ... 	0
I 'm sorry for the treatment but you must understand that we did n't know if we could trust you or not . 	0
What do you want ? 	0
Wear 'em on your collar . 	0
[LOCATION] took it . 	0
I guess that 's for me to know and you to find out [PERSON] ! 	0
Yes . 	0
The little boy was her son . 	0
Send Gerald back with the car . - l will . 	0
[LOCATION] when she kidnapped me . 	0
And your love . 	0
[LOCATION] ! 	0
What happened then ? 	0
In [LOCATION] it 's udobno . 	0
My sense number six again maybe . 	0
Chose a monument . 	0
Today it 's our only hope . 	0
The correct position of the hands in the steering wheel is two ás less ten is not it ? 	0
This cutter 's broken . 	0
When [PERSON] was dying in front of me the very first day that I met him . 	0
let 's go over this again shall we ? 	0
We want you to rob drug transport . 	0
Should we call him ? 	0
[PERSON] was invited instead . 	0
He 's looking for the money too . 	0
[LOCATION] would 've fought back . 	0
You might want to take that as a polite invitation to leave . 	0
The things we miss the rituals ... 	0
Up to his lips [PERSON] . 	0
And clear for sale of work . 	0
[PERSON] gave me my title shot you did n't . 	0
Nine-thirty to you [PERSON] . 	0
So I 'm gon na be sayin ' good night . 	0
So what 's the urgency [PERSON] ? 	0
You 're a cop Chappie . 	0
And besides I 'd like to try this case myself . 	0
You want this one too ? 	0
Seems like longer though . 	0
Does he come here often ? 	0
We have one more outstanding piece of business the [ORGANIZATION] nominee . 	0
Why ? 	0
Yeah . 	0
I want a drink . 	0
Well just a dash just a dash . 	0
[LOCATION] [ORGANIZATION] . 	0
You know . 	0
Get out there and arrest somebody . 	0
Lost . 	0
The more you hear about this and the increased incidents of sex trafficking the more Backpage comes up . 	0
[LOCATION] spot he done [PERSON] . 	0
[LOCATION] wants to talk to you . 	0
Everybody gets together and makes nice and you know ... 	0
Yes . They never checked out . 	0
Just find him . 	0
I 'm wondering too because this really was n't part of the plan . 	0
Show me . 	0
What 's he saying ? -He says he 's an [LOCATION] sailor . 	0
[LOCATION] is your new dog . 	0
Um it 's a big deal . 	0
Get on ! 	0
What kind of explosion ? 	0
I came here to tell you that hmm hmm 	0
You must be [PERSON] . 	0
It 's as good a time as any . 	0
[LOCATION] go back ! 	0
And you tell him to do whatever he has to to stick it to that woman . 	0
And the island is surrounded by warships . 	0
I do n't know his face but I know his boots . 	0
Not really . 	0
[LOCATION] [ORGANIZATION] . 	0
It 's a [LOCATION] writers ' village . 	0
Only difference was [PERSON] would n't quit till he tried everything in the book . 	0
LOUIS : Three-to-five years for what ? 	0
and you tell me you do n't know her ? 	0
Take it . 	0
We have an interim sir . 	0
A gallon of frozen strawberries . 	0
I got shoes . Wan na see ? 	0
To see the lovely [PERSON] . 	0
This is why I have never been able to love anyone else before you . 	0
This is your medical report . 	0
The rest can go home . 	0
Now let 's just settle down and get this over with . 	0
[LOCATION] 	0
Who 's gon na have that pie ? 	0
What are you talking about ? 	0
Sir if I may be permitted ... 	0
Why do we want to get on [PERSON] 's ass ? 	0
There 's a picture of what they promised . 	0
What 's the matter ? 	0
Break it up and sell off the pieces . 	0
Do you go to the airport ? 	0
I was scrounging around a Nip camp and listened in on a sake party . 	0
That 's it Pearlstein . 	0
[PERSON] 's got three chances to make contact . 	0
So ? 	0
I get seasick . Well there 's a deserted town in [LOCATION] Dakota that we could buy . 	0
So I 'm going to ask you one more time . 	0
[LOCATION] present . 	0
♪ ♪ Hello ? 	0
We call him the [ORGANIZATION] . 	0
We are finished . 	0
We 're ... 	0
With just cause would n't you say ? 	0
In my considered opinion No such monster exists or ever did . 	0
Excuse me ? 	0
We stole from the rich to give to the poor . 	0
I 'm going to take [PERSON] 's signed statement in my pocket I 'll get it done right here . 	0
Yes . 	0
My name is [PERSON] and I represent the minor respondents in this matter . 	0
This is the [ORGANIZATION] Day game . 	0
Well you 're getting better . 	0
I thought it was a good speech . 	0
I was stretching my fuel sir . 	0
[LOCATION] let 's play With the mystic spirit board ok ? 	0
I want the truth now no flannel . 	0
You ever heard of the [LOCATION] ? 	0
For chrissake where did she come up with [PERSON] ? 	0
Yeah that 's very sensitive . 	0
Early days yet sir . 	0
[PERSON] screwed us over . 	0
[LOCATION] ! 	0
She jolly well does . 	0
How many other real scarfs would they match . What about the [ORGANIZATION] evidence . 	0
I want you to keep right on top of him . -I 'm sure it 'll be okay . 	0
It will be broadcast live Throughout the entire world via satellite . It will air continuously until the final outcome . 	0
Were you watching on TV ? 	0
These guys are scientists second . 	0
' I owe everything . 	0
I got my ammo . There 's guns hand grenades and even dynamite . 	0
[LOCATION] ! And wait a minute ! Here they are 	0
His [LOCATION] was quite bad . He 'd remember me . 	0
One day over bran muffins ... He loved bran muffins ... He said he had to find himself . 	0
Hey ! 	0
Well so you got even . 	0
That way ! 	0
You made reference to a theory you were developing that ... Ms. Polhemus might have been the victim of a revenge killer . Someone she had once sent to jail . 	0
Very well . 	0
I know it 's a big pen . 	0
When I tallied their opinions 	0
No we have n't started boulder dash . We 're gon na play in a few minutes . 	0
No . 	0
[PERSON] [PERSON] ! 	0
That . and our family blood . 	0
To serious ? What they are ? 	0
$ 2 million man . 	0
Excuse me . 	0
How are things ? 	0
Since the test ? 	0
Did n't [PERSON] say that to somebody in a movie ? 	0
Every weekend . 	0
Do you know how many mentors I 've had ? 	0
I do n't drink blood or have fangs for that matter . 	0
Yeah . 	0
I think they both have to believe they 're dying . 	0
Oh yeah . It started in my car . 	0
Hold it . 	0
[LOCATION] is very busy now . 	0
The [ORGANIZATION] committee was formed . 	0
You see that man giving screwface to Jake ? 	0
Calculate your timetable accordingly . 	0
The board will meet here within ten minutes . 	0
Fill that out . 	0
[LOCATION] . 	0
Your what ? 	0
[PERSON] [ORGANIZATION] ! 	0
Do you hear me ? 	0
All right though innit ? 	0
That 's what always happens when people fall in love . 	0
Did you spot our watchers ? 	0
He 's moving down from the right . 	0
Every last drop . 	0
I do n't have casual affairs . 	0
I 'll swear that into my own grave . 	0
[LOCATION] video and sound . 	0
For what ? 	0
What happened next if you go to the movies or if you 've ever sat under a dryer or waited in a waiting room is history . 	0
I found this with her things . 	0
Yeah . 	0
Priests never tell anyone what they hear in the confessional . 	0
[LOCATION] ? - [LOCATION] . - Hey . 	0
I am on a mission . 	0
Hundred dollars a night ? 	0
I do n't know . 	0
I 've never asked you for anything . 	0
So I heard you got a job up in [LOCATION] . 	0
[LOCATION] ! 	0
You want a baby-sitter ? 	0
Give or take an hour . 	0
In particular my narrow escape and rescue . 	0
Go home . 	0
The piece of paper [PERSON] had you sign was n't a request for a tax extension . 	0
I need alcohol . 	0
I 'm not there Chief . You make the call . 	0
[LOCATION] [PERSON] . 	0
So sometimes ... in order for a human being to change you have to change from the outside in . 	0
Here are the economics . 	0
Or someone pulling strings . 	0
He and [LOCATION] have been delivering information to a [GSP] general named [PERSON] . 	0
Where 's [PERSON] ? 	0
I do n't know . 	0
Perhaps that 's why you ... 	0
My gums ? 	0
There are four other chairs here . 	0
No thank you . 	0
Because no one works for free . 	0
[LOCATION] . [PERSON] . This is my wife [PERSON] . 	0
You 're more like me than you think . 	0
There 's 300-plus cases out there going the other way . 	0
You are excused from the panel based on your assertion of your Fifth Amendment rights . 	0
[LOCATION] ! 	0
Take me to Atreyu ! 	0
Like maybe yellow ? 	0
You 've tried it . 	0
Oh yeah ? 	0
They know that we could n't . 	0
Make it purple . Add some sugar . 	0
My grandfather believes the men who create a company should control its destiny . 	0
[LOCATION] ? 	0
And I thought 	0
Where did you take her ? 	0
What in your complaint goes the further step of saying actually they 're participating in the venture to sex traffic as opposed to advertise ? 	0
We 're taking [PERSON] private . 	0
It 's getting late . 	0
When I find [PERSON] ... 	0
I obeyed Mr Maryk . 	0
That 's my job . 	0
It goes away . 	0
A [LOCATION] grenade . 	0
Over . 	0
The proof lies out there . 	0
[LOCATION] chief . 	0
No man nothing 's happening . 	0
[LOCATION] ! 	0
[LOCATION] ? 	0
[PERSON] [ORGANIZATION] is King of [LOCATION] but [PERSON] of [LOCATION] from birth . 	0
Oh I know . 	0
I 've got those yellowstain blues down from my head to my shoes you should see strong men quail if he should spy a shirt-tail ... 	0
I 've never had a mistress . 	0
Please sit down [LOCATION] . 	0
It 's my month on cookhouse detail and today we had 184 to cook for . 	0
I definitely look at ... sex differently now I do n't know . 	0
Will ? 	0
It 's just like that that you say -- l do n't know what to do with that . 	0
In the ... in the hall ? 	0
[PERSON] [ORGANIZATION] takes her walk in the mountains early tonight . 	0
So you 're saying ... You 're saying that [PERSON] 's like you . Yes . 	0
You ? 	0
You understand ? 	0
[LOCATION] man . 	0
And right under this one I 'm relieving myself . 	0
That 's all . 	0
Yes . 	0
He can visit you . You can show him how to make license plates . 	0
I ca n't have children Tommy ! 	0
And so have the [LOCATION] . 	0
Left tangent : 350 . 	0
One uno momento por favor . 	0
That leaves no impression . 	0
You know what ? 	0
What 's that got to do with a train ? 	0
She haunts my dreams ... just kidding . 	0
Well she did sort of embrace it once she did . 	0
Who do you think it is ? 	0
Once Director . 	0
[LOCATION] mention my figure ? 	0
I 've become involved with a gangster called [LOCATION] . 	0
[LOCATION] never carried a.45 in his life . 	0
Lots of them . 	0
[LOCATION] king of vintage champagnes . 	0
She was just ... 	0
Right . Down the street . Make a right . 	0
We 've been on this tub three weeks . 	0
He had no coconut to my knowledge . 	0
I mean I do n't think they do . 	0
What ? 	0
[LOCATION] analysis has confirmed that the scarf fibers match the one you were seen wearing . 	0
Just suppose he does n't see it your way . 	0
And the [ORGANIZATION] should be with all others and also her consort . 	0
I said [PERSON] come here . 	0
A dome is what you need . 	0
I am doing it . 	0
And a big right hand by [PERSON] . 	0
'Alessandro . 	0
[PERSON] refused to cooperate with the subcommittee 's investigation . 	0
All right . 	0
Freeing you up to play the victim . 	0
Eleven years patrón . 	0
Then anyway this kid [PERSON] ... 	0
Anyway yo . 	0
I 'll get you another one . Catch it . 	0
Yeah I 'm fine . 	0
She knew about [PERSON] . 	0
I still need it when I 'm afraid like a baby who needs a light on in the dark . 	0
Used one before ? 	0
The front 's with [ORGANIZATION] MacArthur . 	0
After he testifies . 	0
The biggest event in the history of humankind is the discovery that we are not alone . 	0
That 's all Captain Torrey reports sir . 	0
[PERSON] [ORGANIZATION] . Your priest . 	0
Just this morning I came upon a seven- year- old . 	0
[LOCATION] ? 	0
[LOCATION] like I would be helping you hmm ? 	0
Well how come ? 	0
Do you read me ? 	0
Notes yes . 	0
Yes . 	0
All clear . 	0
It 's all right . 	0
Yeah . 	0
[LOCATION] . [PERSON] benham . 	0
Then wipe it clean - rubbing hard . 	0
A head . 	0
Who was it ? 	0
May I get you something to drink sir ? 	0
Which one do we use ? 	0
There 's no answer from the room . 	0
Lights out at 10:00 Henry . 	0
I was briefed into a special access program involving the [LOCATION] government 's investigation and contacts with extraterrestrial . 	0
And it is n't oil or gas either . 	0
You 're being assigned to [ORGANIZATION] as chief of staff . 	0
[ORGANIZATION] [PERSON] sir . 	0
My colleague . 	0
What is your work ? 	0
I hear you [PERSON] . 	0
Always . 	0
I agree . 	0
[LOCATION] 's a big pen right ? 	0
Hold it . 	0
I 'm writing the film and I 'll direct it . My name is [PERSON] . 	0
Do you know who [PERSON] is ? 	0
Now [PERSON] . 	0
I remember when you took 'em off . - That 's right . 	0
Such as I was waiting . 	0
But ? 	0
Oh . I almost forgot . 	0
It 's for plugging up bullet holes . 	0
Yes . 	0
